customerid,isocountrycode,regularstoreid,registrationdate,unregistrationdate,gender,age,zipcode
77340000011039767,ES,ES4503,2016-11-05,"",F,31,50005
77340000011039573,ES,ES4503,2016-11-05,2019-01-03,2,48,50016
77340000011039476,ES,ES4503,2016-11-05,"",F,34,50410
77340000011039379,ES,ES4504,2016-11-05,"",M,37,50010
77340000011039185,ES,ES4507,2016-11-05,"",F,52,50174
77340000011039088,ES,ES4503,2016-11-05,"",M,46,50021
77340000011038991,ES,ES4503,2016-11-05,"",F,41,50004
77340000011038506,ES,ES4503,2016-11-05,"",F,48,50007
77340000011038118,ES,ES4503,2016-11-05,"",F,48,50196
77340000011038021,ES,ES4503,2016-11-05,"",F,57,50007
77340000011037827,ES,ES4503,2016-11-05,"",M,36,50019
77340000011037536,ES,ES4504,2016-11-05,2019-01-04,2,58,50015
77340000011037439,ES,ES4503,2016-11-05,"",F,32,50410
77340000011037245,ES,ES4503,2016-11-05,"",M,44,50001
77340000011037051,ES,ES0263,2016-11-05,"",F,34,50430
77340000011036954,ES,ES0428,2016-11-05,"",F,54,50017
77340000011036760,ES,ES4504,2016-11-05,"",F,24,50003
77340000011036663,ES,ES0428,2016-11-05,2019-01-03,1,47,50006
77340000011036566,ES,ES4504,2016-11-05,"",M,63,50007
77340000011036275,ES,ES0263,2016-11-05,2019-01-04,2,48,50172
77340000011035984,ES,ES4503,2016-11-05,"",F,60,50007
77340000011035208,ES,ES0428,2016-11-05,"",F,46,50017
77340000011035111,ES,ES0428,2016-11-05,"",M,43,50011
77340000011034723,ES,ES4504,2016-11-05,"",F,75,50004
77340000011034432,ES,ES4503,2016-11-05,"",F,50,50013
77340000011034335,ES,ES4504,2016-11-05,"",F,30,50003
77340000011033947,ES,ES0263,2016-11-05,"",M,64,50014
77340000011033753,ES,ES0263,2016-11-04,"","","",""
77340000011033559,ES,ES4504,2016-11-04,"","","",""
77340000011033365,ES,ES0263,2016-11-04,"",M,40,50014
77340000011032880,ES,ES4504,2016-11-04,"",F,46,50018
77340000011032686,ES,ES4503,2016-11-04,"",M,52,50007
77340000011032589,ES,ES4504,2016-11-04,"",M,61,50018
77340000011031910,ES,ES4504,2016-11-04,2019-01-04,1,51,50018
77340000011031522,ES,ES4504,2016-11-04,"","","",""
77340000011031328,ES,ES0428,2016-11-04,"",M,45,50011
77340000011031231,ES,ES4504,2016-11-04,"","","",""
77340000011030940,ES,ES0428,2016-11-04,"",M,55,50012
77340000011030843,ES,ES4503,2016-11-04,"",F,52,50007
77340000011030746,ES,ES4507,2016-11-04,"",F,61,50297
77340000011030649,ES,ES0263,2016-11-04,2019-01-04,2,38,50410
77340000011030455,ES,ES4507,2016-11-04,"",M,56,50015
77340000011029970,ES,ES4503,2016-11-04,2019-01-04,1,19,50015
77340000011029776,ES,ES0428,2016-11-04,"",M,46,50012
77340000011029582,ES,ES0428,2016-11-04,2019-01-04,1,44,50011
77340000011028515,ES,ES4503,2016-11-04,"",F,18,50021
77340000011028224,ES,ES4504,2016-11-04,"",F,46,50017
77340000011028127,ES,ES0263,2016-11-04,"",F,48,50014
77340000011027933,ES,ES4504,2016-11-04,2019-01-04,2,33,50410
77340000011027739,ES,ES0263,2016-11-04,"",F,45,50171
77340000011027351,ES,ES0428,2016-11-04,2019-01-03,2,61,50022
77340000011027254,ES,ES0428,2016-11-04,"",M,63,50017
77340000011027060,ES,ES0263,2016-11-04,"",F,54,50001
77340000011026478,ES,ES0428,2016-11-04,"",F,35,50018
77340000011026187,ES,ES4503,2016-11-04,"",F,68,50011
77340000011025896,ES,ES4503,2016-11-04,"",F,71,50007
77340000011025702,ES,ES0428,2016-11-04,2019-01-03,2,48,50011
77340000011025605,ES,ES0428,2016-11-04,"",F,52,50011
77340000011025314,ES,ES4503,2016-11-04,"",M,57,5007
77340000011024635,ES,ES0428,2016-11-04,2019-01-04,2,31,50017
77340000011024538,ES,ES0428,2016-11-04,"",F,41,50196
77340000011024441,ES,ES0428,2016-11-04,2019-01-03,1,53,50012
77340000011023762,ES,ES4503,2016-11-04,"","","",""
77340000011023665,ES,ES0428,2016-11-04,2019-01-04,1,71,50012
77340000011023568,ES,ES4504,2016-11-04,2019-01-03,1,34,50015
77340000011023374,ES,ES0428,2016-11-04,"",M,38,50011
77340000011023277,ES,ES0428,2016-11-04,2019-01-03,2,67,50012
77340000011023180,ES,ES4503,2016-11-04,"",F,25,50007
77340000011023083,ES,ES0428,2016-11-04,2019-01-03,2,48,50015
77340000011022986,ES,ES4504,2016-11-04,"",M,31,08017
77340000011022889,ES,ES0428,2016-11-04,"","","",""
77340000011022695,ES,ES0428,2016-11-04,"","","",""
77340000011022307,ES,ES4507,2016-11-04,"",F,43,50015
77340000011022210,ES,ES0428,2016-11-04,2019-01-03,2,38,50017
77340000011022113,ES,ES0428,2016-11-04,"",F,67,50012
77340000011021822,ES,ES4503,2016-11-04,"","","",""
77340000011021337,ES,ES4503,2016-11-04,"",F,36,50019
77340000011020755,ES,ES0263,2016-11-03,"",F,66,50002
77340000011020658,ES,ES0428,2016-11-03,"",F,35,50012
77340000011020561,ES,ES4504,2016-11-03,"",F,34,50003
77340000011020464,ES,ES4504,2016-11-03,2019-01-04,1,49,50015
77340000011020173,ES,ES0428,2016-11-03,2019-01-03,1,50,50012
77340000011020076,ES,ES0428,2016-11-03,"",M,43,50017
77340000011019785,ES,ES0428,2016-11-03,"",F,53,50012
77340000011019688,ES,ES4504,2016-11-03,"",F,34,50003
77340000011019106,ES,ES0263,2016-11-03,"","","",""
77340000011018912,ES,ES4503,2016-11-03,"",F,49,5013
77340000011018524,ES,ES0428,2016-11-03,"","","",""
77340000011018330,ES,ES4504,2016-11-03,"",M,49,50018
77340000011018136,ES,ES0428,2016-11-03,2019-01-03,2,51,50012
77340000011018039,ES,ES0428,2016-11-03,2019-01-03,2,35,50003
77340000011017845,ES,ES4504,2016-11-03,"","","",""
77340000011017748,ES,ES4504,2016-11-03,2019-01-03,2,31,50003
77340000011017651,ES,ES4504,2016-11-03,"",F,48,50172
77340000011017457,ES,ES0428,2016-11-03,2019-01-03,1,42,50010
77340000011017263,ES,ES0428,2016-11-03,"",F,49,50005
77340000011017166,ES,ES0428,2016-11-03,"",F,61,50007
77340000011017069,ES,ES0428,2016-11-03,2019-01-03,2,55,50010
77340000011016972,ES,ES0428,2016-11-03,"",M,48,50017
77340000011016584,ES,ES4503,2016-11-03,"",F,43,50007
77340000011016487,ES,ES4507,2016-11-03,"",F,73,50015
77340000011016196,ES,ES0428,2016-11-03,2019-01-04,2,52,50011
77340000011015614,ES,ES0428,2016-11-03,"",F,50,50011
77340000011015420,ES,ES4503,2016-11-03,"",F,45,50019
77340000011015226,ES,ES4503,2016-11-03,"",M,68,50007
77340000011014741,ES,ES4503,2016-11-03,2019-01-03,2,38,50174
77340000011014644,ES,ES0428,2016-11-03,"",F,39,50017
77340000011014353,ES,ES4503,2016-11-03,2019-01-03,2,37,50007
77340000011014256,ES,ES0428,2016-11-03,"",M,26,50010
77340000011014159,ES,ES0428,2016-11-03,2019-01-04,2,63,50001
77340000011013965,ES,ES4504,2016-11-03,"",F,68,50009
77340000011013868,ES,ES0428,2016-11-03,2019-01-03,1,58,50005
77340000011013674,ES,ES0428,2016-11-03,"",F,36,50196
77340000011013480,ES,ES0428,2016-11-03,2019-01-04,2,49,50059
77340000011013383,ES,ES0428,2016-11-03,"",F,73,50450
77340000011012995,ES,ES4503,2016-11-03,"",M,59,50007
77340000011012607,ES,ES0428,2016-11-03,2019-01-04,1,37,50006
77340000011012316,ES,ES0428,2016-11-03,"",M,51,50017
77340000011012219,ES,ES0428,2016-11-03,"",F,36,50011
77340000011012122,ES,ES0263,2016-11-03,"","","",""
77340000011012025,ES,ES4503,2016-11-03,"",F,48,50019
77340000011011831,ES,ES4503,2016-11-03,"",F,43,50195
77340000011011734,ES,ES0428,2016-11-03,"",M,45,50011
77340000011011443,ES,ES0263,2016-11-03,"",F,37,50017
77340000011011152,ES,ES4503,2016-11-03,2019-01-03,1,41,50013
77340000011010861,ES,ES0428,2016-11-03,2019-01-03,1,35,50017
77340000011010667,ES,ES0428,2016-11-02,"","","",""
77340000011010570,ES,ES0263,2016-11-02,2019-01-03,2,27,22006
77340000011010279,ES,ES4504,2016-11-02,"",M,58,50018
77340000011010085,ES,ES0263,2016-11-02,2019-01-03,1,42,50010
77340000011009503,ES,ES4503,2016-11-02,"",M,55,50007
77340000011008533,ES,ES4503,2016-11-02,2019-01-04,2,37,50196
77340000011008242,ES,ES4503,2016-11-02,2019-01-04,2,30,50007
77340000011007854,ES,ES0428,2016-11-02,"",M,40,50011
77340000011007660,ES,ES0428,2016-11-02,2019-01-04,2,35,50240
77340000011007272,ES,ES4504,2016-11-02,"",F,31,50022
77340000011006205,ES,ES0428,2016-11-02,2019-01-03,2,48,50017
77340000011005914,ES,ES0428,2016-11-02,"",F,44,50010
77340000011005817,ES,ES0428,2016-11-02,2019-01-03,2,46,50005
77340000011005526,ES,ES4507,2016-11-02,"",F,24,50015
77340000011005429,ES,ES0428,2016-11-02,"",F,40,50009
77340000011005332,ES,ES0263,2016-11-02,2019-01-03,1,41,50059
77340000011005235,ES,ES4504,2016-11-02,"",F,50,50008
77340000011005138,ES,ES0428,2016-11-02,2019-01-03,2,68,50011
77340000011004944,ES,ES4503,2016-11-02,"",M,69,50007
77340000011004556,ES,ES4503,2016-11-02,"",F,63,50010
77340000011004362,ES,ES4504,2016-11-02,"",F,54,50005
77340000011004265,ES,ES4504,2016-11-02,"","","",""
77340000011004168,ES,ES0428,2016-11-02,"",F,39,50010
77340000011003974,ES,ES4503,2016-11-02,"",M,50,50174
77340000011003780,ES,ES4503,2016-11-02,"",M,43,50021
77340000011003586,ES,ES0428,2016-11-02,2019-01-04,2,65,50011
77340000011003489,ES,ES0428,2016-11-02,2019-01-03,1,34,50011
77340000011003392,ES,ES0428,2016-11-02,"","","",""
77340000011003295,ES,ES4504,2016-11-02,"","","",""
77340000011003198,ES,ES4503,2016-11-02,"",F,45,50006
77340000011002810,ES,ES4507,2016-11-02,"","","",""
77340000011002713,ES,ES4504,2016-11-02,"",M,42,50018
77340000011002131,ES,ES0263,2016-11-02,"",F,55,50009
77340000011002034,ES,ES4503,2016-11-02,"",F,37,50021
77340000011001840,ES,ES0428,2016-11-02,2019-01-03,1,55,50012
77340000011001355,ES,ES0428,2016-11-02,"",F,65,50017
77340000011001161,ES,ES0428,2016-11-02,2019-01-03,2,43,50010
77340000011000967,ES,ES0428,2016-11-02,2019-01-03,2,52,50012
77340000011000385,ES,ES4504,2016-11-02,2019-01-03,1,52,50016
77340000010999512,ES,ES4503,2016-11-02,"","","",""
77340000010999415,ES,ES4503,2016-11-02,"",F,35,5021
77340000010999124,ES,ES0428,2016-11-02,"","","",""
77340000010998930,ES,ES4504,2016-11-02,"","","",""
77340000010998736,ES,ES4503,2016-11-02,"",M,63,50010
77340000010998639,ES,ES0428,2016-11-02,"",M,74,50009
77340000010998154,ES,ES0428,2016-11-01,"",F,25,13500
77340000010997960,ES,ES0263,2016-11-01,"","","",""
77340000010996893,ES,ES0428,2016-11-01,2019-01-04,2,49,50017
77340000010996408,ES,ES4503,2016-11-01,"",M,45,50003
77340000010995632,ES,ES4504,2016-11-01,2019-01-04,1,59,50010
77340000010995341,ES,ES0428,2016-11-01,"",F,58,50019
77340000010995147,ES,ES0428,2016-11-01,"",F,45,50011
77340000010994274,ES,ES4503,2016-11-01,"","","",""
77340000010994177,ES,ES4503,2016-11-01,"",M,36,50007
77340000010994080,ES,ES0428,2016-11-01,"",F,32,50011
77340000010993983,ES,ES4504,2016-11-01,2019-01-03,1,23,50007
77340000010993886,ES,ES0428,2016-11-01,2019-01-04,2,50,50011
77340000010993789,ES,ES0263,2016-11-01,"",M,34,50014
77340000010993692,ES,ES0428,2016-11-01,"",M,33,50005
77340000010993595,ES,ES0428,2016-11-01,2019-01-04,2,19,50017
77340000010993304,ES,ES4503,2016-11-01,"",F,63,50820
77340000010992916,ES,ES4503,2016-11-01,"",F,50,50007
77340000010992819,ES,ES0263,2016-11-01,"",F,50,50014
77340000010992722,ES,ES0428,2016-11-01,"",F,27,50005
77340000010992140,ES,ES0263,2016-11-01,"",M,61,50820
77340000010991752,ES,ES4503,2016-11-01,"","","",""
77340000010991655,ES,ES0428,2016-11-01,2019-01-03,2,28,50003
77340000010991558,ES,ES0428,2016-11-01,"","","",""
77340000010991461,ES,ES0428,2016-11-01,2019-01-04,1,48,50011
77340000010991267,ES,ES0428,2016-11-01,2019-01-04,2,35,50017
77340000010990976,ES,ES4503,2016-11-01,"","","",""
77340000010990394,ES,ES0428,2016-11-01,"","","",""
77340000010989618,ES,ES4503,2016-11-01,2019-01-03,2,43,50007
77340000010989521,ES,ES0428,2016-11-01,2019-01-04,2,62,50012
77340000010989230,ES,ES4503,2016-11-01,"",F,25,50007
77340000010989133,ES,ES4504,2016-11-01,2019-01-04,2,70,50003
77340000010988066,ES,ES0428,2016-11-01,2019-01-04,2,44,50340
77340000010987581,ES,ES0428,2016-11-01,"","","",""
77340000010987387,ES,ES0428,2016-11-01,"",M,66,50017
77340000010987193,ES,ES4503,2016-11-01,"",F,54,50002
77340000010986805,ES,ES0428,2016-11-01,2019-01-04,2,42,50009
77340000010986611,ES,ES0428,2016-11-01,2019-01-03,2,24,50009
77340000010986320,ES,ES0428,2016-11-01,"",F,52,50009
77340000010986223,ES,ES0428,2016-11-01,"","","",""
77340000010986029,ES,ES4504,2016-11-01,"",M,37,50007
77340000010985932,ES,ES4504,2016-11-01,"",F,50,50011
77340000010985835,ES,ES0263,2016-11-01,2019-01-04,2,25,50015
77340000010985641,ES,ES4503,2016-11-01,"",M,44,50410
77340000010985156,ES,ES4503,2016-11-01,"",M,55,50007
77340000010984283,ES,ES4503,2016-11-01,"","","",""
77340000010984089,ES,ES4504,2016-10-31,"",M,63,50001
77340000010983992,ES,ES4504,2016-10-31,"",M,32,50002
77340000010983604,ES,ES0263,2016-10-31,"","","",""
77340000010983410,ES,ES4503,2016-10-31,"",M,25,50005
77340000010983313,ES,ES4503,2016-10-31,"",F,33,50007
77340000010982925,ES,ES4504,2016-10-31,"",F,60,50003
77340000010982828,ES,ES4503,2016-10-31,"",F,35,50022
77340000010982634,ES,ES4504,2016-10-31,"",M,32,50004
77340000010982440,ES,ES4504,2016-10-31,2019-01-04,1,43,50015
77340000010982246,ES,ES4504,2016-10-31,2019-01-04,2,65,50003
77340000010982149,ES,ES0428,2016-10-31,"",M,59,50420
77340000010981664,ES,ES4507,2016-10-31,"",F,34,50013
77340000010981179,ES,ES0428,2016-10-31,"","","",""
77340000010980791,ES,ES0263,2016-10-31,"","","",""
77340000010980306,ES,ES0428,2016-10-31,2019-01-04,2,56,50004
77340000010980015,ES,ES0428,2016-10-31,"",F,47,50005
77340000010979918,ES,ES0428,2016-10-31,2019-01-04,1,41,50400
77340000010979724,ES,ES0428,2016-10-31,"",F,43,50019
77340000010979336,ES,ES0428,2016-10-31,"",F,32,50011
77340000010978657,ES,ES4503,2016-10-31,"",F,43,50019
77340000010978560,ES,ES4503,2016-10-31,2019-01-03,1,43,50007
77340000010978269,ES,ES0263,2016-10-31,2019-01-04,2,19,111
77340000010978172,ES,ES0428,2016-10-31,2019-01-03,1,59,50250
77340000010977881,ES,ES0428,2016-10-31,2019-01-03,1,29,50012
77340000010977687,ES,ES0428,2016-10-31,2019-01-04,2,56,50250
77340000010977202,ES,ES0428,2016-10-31,2019-01-03,2,60,50009
77340000010977105,ES,ES4504,2016-10-31,"",F,29,50019
77340000010976426,ES,ES0428,2016-10-31,"",F,40,50011
77340000010976329,ES,ES4504,2016-10-31,2019-01-03,1,41,50003
77340000010976232,ES,ES0428,2016-10-31,2019-01-03,1,36,1
77340000010976135,ES,ES4503,2016-10-31,"",F,50,50009
77340000010976038,ES,ES0428,2016-10-31,2019-01-03,2,24,50011
77340000010975941,ES,ES0428,2016-10-31,2019-01-04,1,33,50006
77340000010975844,ES,ES4503,2016-10-31,"",F,36,50021
77340000010974874,ES,ES0428,2016-10-31,2019-01-04,2,32,50237
77340000010974777,ES,ES4504,2016-10-31,"","","",""
77340000010974292,ES,ES0428,2016-10-31,2019-01-04,1,38,50010
77340000010974195,ES,ES4503,2016-10-31,"",F,51,50007
77340000010973904,ES,ES0428,2016-10-31,"",F,49,50001
77340000010973322,ES,ES4503,2016-10-31,"",F,58,50007
77340000010973225,ES,ES0428,2016-10-31,"",M,48,50009
77340000010972934,ES,ES0428,2016-10-31,2019-01-03,1,43,50014
77340000010972837,ES,ES4503,2016-10-31,2019-01-04,2,40,50171
77340000010972643,ES,ES4503,2016-10-31,"",F,43,50021
77340000010971964,ES,ES0263,2016-10-31,"",F,26,50014
77340000010971867,ES,ES4504,2016-10-31,"",F,44,50430
77340000010971382,ES,ES4504,2016-10-31,"",F,33,50015
77340000010971091,ES,ES4504,2016-10-31,"",F,53,50004
77340000010970121,ES,ES4503,2016-10-31,"",F,39,5420
77340000010970024,ES,ES0428,2016-10-31,"",F,45,50011
77340000010969830,ES,ES4503,2016-10-31,"",F,54,50400
77340000010969345,ES,ES0263,2016-10-31,"",M,77,50002
77340000010969151,ES,ES4504,2016-10-31,2019-01-03,1,43,50003
77340000010969054,ES,ES4503,2016-10-31,"",M,29,45224
77340000010968957,ES,ES0428,2016-10-31,2019-01-03,1,44,28660
77340000010968666,ES,ES0428,2016-10-31,2019-01-04,1,47,50012
77340000010967793,ES,ES4503,2016-10-31,"",F,51,5007
77340000010967696,ES,ES0428,2016-10-31,2019-01-04,2,41,50017
77340000010967502,ES,ES0263,2016-10-31,"",F,38,50019
77340000010967308,ES,ES0428,2016-10-31,"",F,56,50012
77340000010967211,ES,ES0428,2016-10-31,2019-01-03,2,34,50006
77340000010967114,ES,ES0428,2016-10-31,"",F,29,50017
77340000010967017,ES,ES0428,2016-10-31,"",F,53,50017
77340000010966920,ES,ES0428,2016-10-31,2019-01-03,2,50,50022
77340000010966823,ES,ES4504,2016-10-31,"",M,54,50018
77340000010966726,ES,ES0428,2016-10-31,2019-01-04,1,67,50009
77340000010966532,ES,ES4504,2016-10-31,"",F,62,50018
77340000010966338,ES,ES4504,2016-10-31,2019-01-03,2,43,50015
77340000010966241,ES,ES4503,2016-10-31,2019-01-03,2,47,50410
77340000010965950,ES,ES4503,2016-10-30,"",F,44,50018
77340000010965756,ES,ES4503,2016-10-30,"",F,44,50009
77340000010965271,ES,ES0428,2016-10-30,"",F,42,50430
77340000010964980,ES,ES4504,2016-10-30,"","","",""
77340000010964786,ES,ES4503,2016-10-30,"",F,52,50007
77340000010964689,ES,ES0428,2016-10-30,2019-01-03,1,48,50017
77340000010964204,ES,ES4503,2016-10-30,"",F,34,50400
77340000010964107,ES,ES4503,2016-10-30,"",F,39,50021
77340000010962070,ES,ES0263,2016-10-30,"",F,25,50014
77340000010961973,ES,ES4507,2016-10-30,"",M,44,50194
77340000010961682,ES,ES0263,2016-10-30,2019-01-03,1,39,50013
77340000010961585,ES,ES4507,2016-10-30,"",F,46,50014
77340000010961197,ES,ES0428,2016-10-30,"",F,31,50410
77340000010960906,ES,ES0428,2016-10-30,"","","",""
77340000010959742,ES,ES0263,2016-10-29,"",F,54,50002
77340000010958966,ES,ES4504,2016-10-29,2019-01-04,1,52,50410
77340000010958287,ES,ES4507,2016-10-29,"",M,56,50014
77340000010957705,ES,ES4503,2016-10-29,"",M,42,50620
77340000010957317,ES,ES0428,2016-10-29,2019-01-03,2,50,50012
77340000010956541,ES,ES4507,2016-10-29,"","","",""
77340000010956250,ES,ES0428,2016-10-29,"",M,41,50011
77340000010955183,ES,ES0428,2016-10-29,"",F,61,50009
77340000010955086,ES,ES4503,2016-10-29,"",F,28,50007
77340000010954407,ES,ES4504,2016-10-29,2019-01-04,2,61,50003
77340000010953437,ES,ES0428,2016-10-29,"",F,50,50010
77340000010952758,ES,ES0428,2016-10-29,2019-01-04,2,32,50017
77340000010952564,ES,ES0263,2016-10-29,"",F,52,50014
77340000010952467,ES,ES4503,2016-10-29,"","","",""
77340000010951788,ES,ES0263,2016-10-29,2019-01-03,1,42,50015
77340000010951594,ES,ES0428,2016-10-29,2019-01-03,1,34,50290
77340000010951303,ES,ES4504,2016-10-29,"",M,45,50010
77340000010950333,ES,ES0428,2016-10-29,2019-01-03,2,51,50017
77340000010949945,ES,ES4503,2016-10-29,"",M,52,44492
77340000010948393,ES,ES4504,2016-10-29,2019-01-04,2,56,50015
77340000010948102,ES,ES0428,2016-10-29,2019-01-04,2,59,50010
77340000010948005,ES,ES4504,2016-10-29,"",F,44,50018
77340000010947908,ES,ES4503,2016-10-29,"",M,42,50300
77340000010947811,ES,ES4504,2016-10-29,2019-01-04,2,53,50018
77340000010947229,ES,ES4504,2016-10-29,"",M,51,50018
77340000010946841,ES,ES4503,2016-10-29,"",F,44,50600
77340000010945386,ES,ES0428,2016-10-29,2019-01-04,2,43,50017
77340000010945095,ES,ES4504,2016-10-29,2019-01-03,2,83,50003
77340000010944804,ES,ES4507,2016-10-29,"",M,55,50003
77340000010944319,ES,ES4504,2016-10-29,2019-01-04,2,68,50003
77340000010944222,ES,ES0428,2016-10-29,"",F,38,50017
77340000010943931,ES,ES0428,2016-10-29,2019-01-03,1,50,50017
77340000010943058,ES,ES4503,2016-10-29,"",F,66,50171
77340000010942476,ES,ES0263,2016-10-29,"",M,70,50001
77340000010941894,ES,ES0263,2016-10-29,2019-01-04,1,29,50014
77340000010941797,ES,ES4507,2016-10-29,"",F,51,50015
77340000010941603,ES,ES0428,2016-10-29,"","","",""
77340000010941506,ES,ES4503,2016-10-29,2019-01-03,2,55,50002
77340000010941312,ES,ES4503,2016-10-29,"",F,54,50430
77340000010940148,ES,ES4504,2016-10-29,"",M,42,50019
77340000010940051,ES,ES4504,2016-10-29,2019-01-04,2,40,50002
77340000010939954,ES,ES4504,2016-10-29,"",F,67,50017
77340000010939760,ES,ES4503,2016-10-29,"",F,18,50009
77340000010939275,ES,ES4503,2016-10-29,"","","",""
77340000010939081,ES,ES4503,2016-10-29,"",M,55,50300
77340000010938693,ES,ES0428,2016-10-29,"",F,73,50009
77340000010937723,ES,ES0428,2016-10-29,"",F,61,50017
77340000010937529,ES,ES4503,2016-10-29,"",F,61,50003
77340000010937044,ES,ES4503,2016-10-29,"","","",""
77340000010936171,ES,ES4504,2016-10-28,"",F,49,50018
77340000010936074,ES,ES0428,2016-10-28,2019-01-03,1,36,50011
77340000010935977,ES,ES0428,2016-10-28,"",F,31,50430
77340000010935880,ES,ES4507,2016-10-28,"",F,46,50014
77340000010935783,ES,ES4503,2016-10-28,"",F,30,50021
77340000010934910,ES,ES4504,2016-10-28,"",M,25,50003
77340000010934425,ES,ES4503,2016-10-28,"",F,32,50021
77340000010933067,ES,ES4504,2016-10-28,"",M,48,50830
77340000010932097,ES,ES0428,2016-10-28,"",F,39,50017
77340000010931806,ES,ES4504,2016-10-28,"",F,25,50430
77340000010930448,ES,ES4503,2016-10-28,2019-01-03,2,43,50018
77340000010930157,ES,ES0428,2016-10-28,"",M,72,50009
77340000010929090,ES,ES0428,2016-10-28,2019-01-03,2,66,50011
77340000010928508,ES,ES4503,2016-10-28,"",F,33,50021
77340000010927635,ES,ES0263,2016-10-28,"",F,29,50013
77340000010927247,ES,ES4503,2016-10-28,"",F,27,50007
77340000010926956,ES,ES4504,2016-10-28,"","","",""
77340000010926665,ES,ES4503,2016-10-28,"",M,49,50007
77340000010925307,ES,ES0263,2016-10-28,2019-01-04,2,54,50013
77340000010923173,ES,ES4504,2016-10-28,2019-01-04,1,52,50015
77340000010922397,ES,ES0428,2016-10-28,"",M,44,50012
77340000010922106,ES,ES0428,2016-10-28,"",F,62,50006
77340000010921912,ES,ES0428,2016-10-28,2019-01-03,2,27,50008
77340000010921621,ES,ES4503,2016-10-28,"",M,45,50008
77340000010921524,ES,ES0428,2016-10-28,2019-01-04,2,44,50012
77340000010921427,ES,ES4503,2016-10-28,"",F,55,50007
77340000010921136,ES,ES4503,2016-10-28,"",F,31,50007
77340000010920845,ES,ES4503,2016-10-28,"",F,49,50172
77340000010920360,ES,ES4504,2016-10-28,2019-01-04,2,57,50003
77340000010919778,ES,ES4503,2016-10-28,"",M,60,50005
77340000010919681,ES,ES0428,2016-10-28,"",M,55,50002
77340000010919584,ES,ES4503,2016-10-28,2019-01-03,2,38,50019
77340000010919487,ES,ES0428,2016-10-28,"",F,51,50010
77340000010919196,ES,ES0263,2016-10-28,"",M,51,22213
77340000010919002,ES,ES4504,2016-10-28,"","","",""
77340000010918323,ES,ES4503,2016-10-28,"",F,35,50021
77340000010918129,ES,ES4504,2016-10-28,2019-01-04,1,55,50009
77340000010917644,ES,ES4503,2016-10-28,2019-01-03,2,51,50007
77340000010917547,ES,ES0428,2016-10-28,2019-01-04,2,41,50009
77340000010917062,ES,ES4503,2016-10-28,"","","",""
77340000010916771,ES,ES4504,2016-10-28,"",M,38,50003
77340000010916092,ES,ES0428,2016-10-28,2019-01-04,2,46,50630
77340000010915898,ES,ES4504,2016-10-28,"","","",""
77340000010915704,ES,ES4503,2016-10-28,"",F,60,50007
77340000010913958,ES,ES4504,2016-10-28,"","","",""
77340000010913667,ES,ES4503,2016-10-28,2019-01-03,2,68,50012
77340000010913473,ES,ES4503,2016-10-28,"",F,43,50420
77340000010913279,ES,ES4507,2016-10-28,"",F,47,50018
77340000010911436,ES,ES0428,2016-10-27,"",F,48,50450
77340000010911339,ES,ES4507,2016-10-27,"",M,49,50014
77340000010910854,ES,ES0428,2016-10-27,2019-01-04,2,52,50011
77340000010906004,ES,ES4507,2016-10-27,"",F,29,50410
77340000010904743,ES,ES0428,2016-10-27,"",F,51,50430
77340000010903288,ES,ES4503,2016-10-27,"",M,21,50171
77340000010903094,ES,ES0428,2016-10-27,"","","",""
77340000010902512,ES,ES4504,2016-10-27,"",F,34,50003
77340000010902415,ES,ES0428,2016-10-27,"",M,56,50017
77340000010901833,ES,ES0428,2016-10-27,"",M,45,50017
77340000010901736,ES,ES0428,2016-10-27,"",F,54,50019
77340000010901057,ES,ES4503,2016-10-27,2019-01-04,2,64,50008
77340000010899796,ES,ES4504,2016-10-27,"",M,69,50018
77340000010899214,ES,ES4504,2016-10-27,"",M,56,50410
77340000010897177,ES,ES4503,2016-10-27,"",F,32,50017
77340000010896498,ES,ES0428,2016-10-27,"","","",""
77340000010895334,ES,ES0428,2016-10-27,"",F,55,50009
77340000010891163,ES,ES0263,2016-10-27,2018-03-17,F,53,50410
77340000010890096,ES,ES4503,2016-10-27,"","","",""
77340000010889514,ES,ES4504,2016-10-27,2019-01-03,2,41,50196
77340000010889126,ES,ES0428,2016-10-27,"",M,55,50017
77340000010882530,ES,ES0263,2016-10-27,"",F,35,50013
77340000010879426,ES,ES4504,2016-10-27,"",F,19,50018
77340000010879329,ES,ES4503,2016-10-27,"","","",""
77340000010877583,ES,ES4503,2016-10-27,"",F,33,50450
77340000010877195,ES,ES0428,2016-10-27,2019-01-03,1,30,50011
77340000010876710,ES,ES0428,2016-10-27,"","","",""
77340000010875449,ES,ES4503,2016-10-27,2019-01-03,1,66,50450
77340000010875061,ES,ES4504,2016-10-27,"",M,39,50018
77340000010873703,ES,ES4503,2016-10-27,"",F,52,50007
77340000010871278,ES,ES4503,2016-10-27,"",F,39,50019
77340000010868562,ES,ES4503,2016-10-27,2019-01-03,2,42,50012
77340000010868368,ES,ES4504,2016-10-27,"","","",""
77340000010867107,ES,ES4504,2016-10-27,"",F,31,50007
77340000010866913,ES,ES4507,2016-10-27,"","","",""
77340000010866428,ES,ES0428,2016-10-27,2019-01-03,2,69,50011
77340000010866137,ES,ES0263,2016-10-27,"",F,60,50194
77340000010865749,ES,ES4504,2016-10-27,"","","",""
